id,title,summary
123,How The Netherlands Simulated The Sea Before Computers: The Waterloopbos,"The Maeslant Barrier is part of the Delta Works, a set of megastructures that hold back the ocean when high seas threaten to flood the Netherlands. It is one of the world's largest movable structures, with 210-meter-long gates designed to seal off the main shipping route to Rotterdam. The Water Act, part of Dutch law, establishes a maximum risk that's allowed for 10,000-year flood predictions. The Netherlands is now a national monument and nature is taking back these structures, simulating nature on a smaller scale, as we see in the Waterloopbos below the former Zuiderzee in the south of the country. It was built when the only way to simulate water on a large scale was to use water, and it's now a kind of tourist attraction, as the water flows through the flume and into the sea. The Dutch government has a plan to replace it with a new barrier, but it's not clear when that will happen, or if they will be able to afford the cost of a new one. It's a huge project, but the Dutch have a long way to go, as it's only now that they have the technology to replace the old one. They will have to wait at least 15 years for the new one to be built."
124,This Video Is Sponsored By ███ VPN,"With a VPN, all the data you send and receive goes through an encrypted tunnel. VPNs use military-grade encryption to keep your data safe. A VPN stops your internet service provider spying on what you're doing online. A good VPN doesn’t keep any logs of who’s talking to you, or where you’re sending your traffic to. And if you do use a VPN to keep any of your metadata private, all you're really doing is changing who can see that metadata, not what it is. You’ve probably seen the adverts at the end of every educational channel’S videos. Some of the claims that VPN adverts make are wrong. You can protect your computer by using a VPN. It's not special, it's just not special either. You don't have to be a professional computer security expert to understand VPNs. You just need to know how to use them, and that they're not special. They're just a way of protecting your data from people who want to steal your passwords, banking details, private data and other personal information. They don't work if you're using a web site with a padlock in the browser, or an Android app with a 'Not Secure' button on it."
125,The Giant Art That Keeps Planes Quiet,"Human hearing in a healthy, young person runs from 20,000 cycles a second, all the way down to 20. The eardrum can pick up air movements with wavelengths that range from a couple of centimetres for high frequencies, to 10 or 20 metres for really low bass. Amsterdam Schiphol airport is the busiest airport in Europe, with six runways. But there was one residential area, back there, where there was nothing but flat ground between those houses and the back end of jet engines. This is the solution: a park that serves two purposes: to be land art, and to dampen sound waves by moving enormous amounts of earth and rock in the air. The sound waves are scattered in all directions, rather than rolling over the land, instead they're scattered up and away, not onwards. The architects claim that one of the inspirations for this was people noticing that the engine noise sounded quieter when the fields were ploughed. It's not perfect, not even close, but enough to bring the noise level at those houses back down within acceptable limits. It can even filter out constant, steady noise like a fan or the wind whistling through trees. But an airport would just be a lot easier if that filtering job was a little less loud."
126,Why Helsinki's Library Robots Aren't Important,"Helsinki's new Central Library is being moved by a robot. The library has a movie theatre, 3D printers and music studios, and a kitchen. It is also using mobile robots to scan the books with RFID antennas. Helsinki's new library is the first of its kind in the world, and will be rolled out across the country. The public library is a public good and should be available to everyone, not just the rich and the clever, says Oodi's chief executive, Jussi Järvinen. The new library will be open to the public for the first time in 20 years, with plans to expand it in the future, says Jäsvinen, and it will have a virtual reality room. It will also be the first public library in Finland to use robots to shelve books, with more to come. The Helsinki library is open to all, and has plans to roll out more robots across the world in the coming years, says its CEO, Jusi J Aronson. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255."
127,The Self-Driving Race Car,"Roborace is an organisation that specialises in autonomous racing. The DevBot 2 is designed to take a human passenger around the track. The Robocar is fully autonomous, with no room for a human. Roborace has had a few crashes, and this has been our first year of competitions. The car can also know to turn itself off. If it determines it's too far from the line it's supposed to be on, and it doesn't think it can get back there, it will shut down. It has a safe-stop system, which can turn the car off at a moment's notice from anywhere. It also uses a military grade GPS, accurate up to about two centimetres, so the car knows exactly where it is. It then chooses what speed it can go, when it needs to brake, and when to hit the throttle, based on accelerations. It's the car we use for our top speed run. We've actually had it to up to 299 kph. We use a military-grade GPS,accurate up to twocentimetre, so we can see exactly what the car is doing at all times. We have full live telemetry, which is used to monitor the car's performance. It can do a lap of Silverstone's National Circuit in just over one and a half miles."
128,"Inside The Tunnels That Will Store Nuclear Waste For 100,000 Years","Finland is building the world's first long-term storage site for high-level nuclear waste. The waste will be stored for 100,000 years in a new tunnel complex on Olkiluoto, an island in the far west of Finland. The site is encased in solid rock, and once the site is full, every bit of it will be filled in with clay. It will be used to dispose of spent nuclear fuel, which could cause disasters if it leaks. The US has been trying to work out a storage facility for years, but their one serious attempt, Yucca Mountain, has been mired in politics for decades. But Finland is closest to building that solution, and it's being built in an area that isn't prone to earthquakes or other natural disasters, as it's about as stable as you can get in a geology that's 2,000 million years old. It's not a video about whether nuclear power is good or bad, but about where to store the waste that we do have in the world, and how we're going to get rid of it in the first place. Back to Mail Online home. back to the page you came from. The story that led you to this video: ""Nuclear power: Where do we put the waste?"""
129,What Counts As The World's Shortest River?,"This is the Roe River, a crystal-clear spring in Giant Springs State Park, Montana. It flows down 61 metres before joining the Missouri River flowing to the ocean. There have been long-documented arguments about whether it is even the shortest river in the United States. There are international claims too, like this short channel between two lakes near Jyväskylä in Finland. It is a large, natural channel flowing in one direction to a lake. It fits all the dictionary definitions, unless you want to argue that it's not large enough, but frankly if it's large enough to drown in, I think it should count. If you believe the hype, it is the shortestRiver in the world. The Guinness Book of Records did eventually agree, at least for a while. But it has sincedecided not to have a listing for shortest  river. It's not always a question that can be answered with a binary 'yes' or 'no'. There is almost always an exception to the  rule. The exact definition probably differs between languages and cultures anyway. The 'river' is whatever humans agree it is. And it really is crystal clear: while I was setting up, someone came along with some bottles and filled them up for drinking water."
130,The Toxic Pit With A $3 Admission Fee,"35,000 tourists a year visit the Berkeley Pit in Butte, Montana. The pit is a mile wide and so deep that you could fit the new One World Trade Center in it. It's filled with toxic dilute acid that kills any birds that land on it for too long. The site will be clean, about 7 million gallons of water will be discharged from the pit every day, and a treatment plant will be set up to treat the water. It will be the first time since 1982 that the pit has been open since the pit shut down in 1982, and water has been flowing in and out of the pit since then. The team at the pit are using a propane cannon to deter birds from landing on the pit water. They are over 99% effective, they say. The water is still flowing into the pit, and if it gets above a certain level, the nasty stuff will start to leak out. But it's a closed system, for now, because there's one more catch. There's around 10,000 miles of mine shafts and tunnels under the city of Butte. That's not an exaggeration. The rock here is full of iron pyrite, and as it rusts, you get sulfuric acid. That in turn, breaks down other metals and minerals in the rock."
131,The Only Bit Of Louisiana's Coast That Isn't Sinking,"Louisiana has lost nearly 2,000 square miles of land over the last century. The Mississippi River is filled with silt and sediment. Levees mean that instead of a wider river during floods, you get a faster river, eroding away those deposits, washing away the land that it once created. There's a large effort to rebuild the coast, and to push the Mississippi River back to the sea to create new deltas like the Wax Lake Delta, which was built in the 1940s to divert the flow of the Atchafalaya River off the Louisiana coast. It's important to restore the coast to its former glory, but it's also important to protect the land we've lost. The work is ongoing, and we'll be back next week with a look at some of the projects that are taking place in the Gulf of Mexico and on the East Coast of the U.S., including the Grand Canyon and Grand Canyon National Park. For more, visit CNN.com/Heroes and the CNN iReport channel on Facebook and Twitter. For the latest from CNN, visit the CNN Living website and Facebook page, or follow us on Twitter @cnnlouisianaboard and @CNNOpinion. For a new version of this article, please click here for the CNN home page."
132,"The Language Sounds That Could Exist, But Don't","The International Phonetic Alphabet was created in the late 19th century. It was designed to explain the pronunciation of words without having to talk face-to-face. The alphabet is based off the Roman alphabet, with some Greek letters thrown in. It's now used around the world by linguists, speech pathologists, and loads more people. The chart is organised based on the consonants that humans use, and includes a chart for vowels and a chart of diacritics. The sounds that are really important are where the air is pushed out of your mouth and throat, and how much constriction you make in your throat. The most common sounds to recognise are p, t, k, n, m, z, and t-t-t, which are the equivalent of the two parts of your tongue, the tip of the tongue, and the alveolar ridge, where the tip touches your tongue. The sound that is most important is the nasal line, which is all the sounds that you make through your nose, mouth and nose. It’s also important to recognise the sound of the glottal stop, which closes off the airflow in the throat. It happens in English when we say ""mountain"", ""Hawai'i"" or ""butterfly"", next down, next down."
133,I'm Not A Robot ✅,"In the late 90s the most popular search engine was AltaVista, and they had a spam problem. They needed to add a test that only humans could pass. Google releasedreCAPTCHA version 2, where you’re presented with a single check box to prove you are not a robot. When you click one of these boxes, extra data is sent to Google, which can use that data to help crack the code of the site you are trying to get into. It’s not really about clicking the box, but about what the data is that Google is trying to reveal about you, and how it is being used to help you break into the site. And maybe even a bunch of other things that Google has all learned from their machine-learning system that checks all their feeds into the Google system. It's a lot of work, but it's all worth it in the end, because you get a better idea of what Google knows about you and what it thinks you are capable of doing, and what you can do to help it do more of the time. And it's a great way to test your knowledge of the web, and your ability to use it in a variety of ways, such as how to use Google's search function."
134,Flying A Plane With Fireworks On The Wings,"Aerosparx uses pyrotechnics to create a fireworks show in mid-flight. The display can be seen from 300,000 people to a million people. Aerosparx has a computer system designed to control the LED light system on the aeroplanes. The system also controls the LED lights on the planes as well as on the ground. The company is working with the UK government to get the display approved for use in the UK and elsewhere in the world. It is not yet clear if the display will be used in the U.S. or other countries, but the company says it is looking into the possibility of using it in other countries such as the Middle East and South Africa. The team is also working on a version of the display for the Olympics in Rio de Janeiro, Brazil, in 2016. It will be the first time the Olympics has been used for a fireworks display on the Olympic Games track in Rio. The show is due to be shown on the BBC in 2016, and the BBC is hoping to use it in the 2020 Olympics in London. The event will be broadcast live from the Olympic Stadium in London, with a view of up to 1.5 million people from around the world, and on a range of other venues in Europe."
135,The Two Generals’ Problem,"The Two Generals' Problem is a classic computer science problem. It involves two armies trying to win a battle by attacking at the same time. The only way they can communicate is by sending messengers on a risky path through a valley. The problem is unsolvable, and there is no way to fix it. The author has written a book on the subject called ""The Basics"" The book is published by Simon & Schuster, priced £16.99 (US) and £19.95 (UK) and is available on Amazon.com. For more information, visit the book's website or the Amazon Kindle store. For a copy of the book, visit Amazon.co.uk. For an audio version of The Basics, visit The Amazon Kindle Store, or the iTunes store. for the same price, go to the iTunes Store. for a download of the audiobook version of ""The basics"" by Simon and Schuster. for an iPod version of this article. For the full version of the article, see the Apple Kindle store, which is available for the iPod touch, the iPad, the iPhone and the iPad mini, and the Kindle Fire. for more information. For confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or click here for details."
136,Why “No Problem” Can Seem Rude: Phatic Expressions,"“Good morning” is a greeting, not an expression of information. “How are you”, ‘How’s it going’ and “Hello” are all phrases made up of different words but mean the same thing. Phatic expressions are phrases where the semantic information is less important than the pragmatic information. They’re a way to either acknowledge another person, establish a relationship, or make sure everyone is paying attention to you. They can also be used for “backchanneling” or “listening,” which is how we express that we are actively listening to the person we are talking to. The use of phatic expressions varies from language to language, and culture to culture, which can lead to misunderstandings. They are treated equally by everyone, so look out for them! They are so ubiquitous that people are saying out-of-nowhere expressions for foreign businesspeople, and think that people who are saying them for agreement are saying it for agreement,and think that it's a sign of friendliness. They're not! They're just a way of saying hello or saying goodbye. They don't mean what you think they mean, just how you use them to say it."
137,The Fetch-Execute Cycle: What's Your Computer Actually Doing?,"Every modern computer, when you get it down to the bare metal, is doing basically the same sort of thing. But how do you go from a simple calculator to playing video games, sending stuff over the internet, or even decompressing and displaying millions of pixels in this video? In short, what’s your computer actually doing?Behind me is a scaled-up version of a computer, but we’re going to go much, much simpler. If you take apart your phone or PC, somewhere in the heart of it will a Central Processing Unit, or CPU, that makes it work. The processor has three steps:Fetch, Decode, Execute. And it will just repeat those on a loop, the one thing that’S actually built into it. So: that is our computer. Let’‘s run a simple program. All it’�s going to do is count up. And add one to it, over and over again. And then add the value at the address 7, in this case, 1 + 1 is 2. And the next time, the next bit of the memory fetches the next instruction and decodes it. And so on and so on, until the program is done."
138,How To Stop A Colossal Bridge Corroding,"When it opened in 1981, the Humber Bridge was the longest single-span suspension bridge in the world. Nearly 40 years after it opened, the bridge is about a third of the way through its design lifespan, and it's time for a checkup. Water-based corrosion of steel or iron cannot occur below 40% relative humidity. Dehumidified air is pumped into the main cable and injected into a stainless steel sleeve that surrounds the cable. The dehumidification system is then repeated seven times around the circumference of the bridge. The idea that the wires are being corroded slightly could be worrying, but it's well, well within tolerances, and they're keeping a watch on them just in case. It's a continuous, 24-hour cycle, 365 days a year, that isn't elsewhere in theworld that aren't inspected, where infrastructure isn't cause little problems, like in the U.S. and other countries. It is a brutal environment for the cables. The bridge is so wide and so tall that, while both towers are vertical, they're just a couple of centimetres apart at the top because of the earth. The cables are made up of more than 14,000 individual wires, anchored into concrete foundations on the shore."
139,why typing like this is sometimes okay.,"We don't speak to everyone in our lives in the exact same way. The way we write reflects that. Our online voice can have a wide variety of ""tones"" The rise of deliberate lowercasing for stylistic effect is to blame for tone issues. There is no single way to write “There is no way to writing ‘crytyping’ ‘There’s a difference between “ok’ and “not OK’” and we don’t have to write it that way.“I’m sorry.” “How are you?”“Fine,” you say. “What do you want to say to me?""“How do I say it to you?"" “I just want to ask you a question.’""““ “You’ve got a point,’ you say, “” but you’re not saying it to me. ”.  “. ”    ""  “Do you want a cup of tea with me?’ I’ll give you a cup.‚”, she says. ‚ ""How about a glass of wine with me?"" she asks. ‘’That’d be great.‘ '"
140,How To Build An App: Everything You Didn't Know You Needed To Know,"- For the last six months I've been working with a team to create a whole series of ""how to build an app"" The series is sponsored by Google, and it's about all the app building stuff that I didn't know I needed to know. There are 15 episodes, more than two and a half hours of interviews and practical advice. It's all online to watch on this channel right now, go watch the play list here. And if you're not sure, here's the trailer for the 15-part series, watch the trailer here. The series will air on Google Play, iTunes, and other streaming platforms from September 14 to October 1. The full series will be available on the Google Play channel from September 15 to October 7. The first episode is available to watch now, and the second and third episodes will be released on October 8 and October 9. The final episode is scheduled to air on October 14 and October 10, and then it will be made available on October 11 and October 13, and finally on October 18, and October 19, in the U.S. and October 20, and in the UK. The episodes are available on GooglePlay, iTunes and elsewhere from September 13 to October 9, and they are available to stream online from September 17 to October 19."
141,The Giant Underground Tunnels Protecting Tokyo From Floods,"The city of Tokyo is built around and over rivers. As the climate breaks down,rain storms here are getting more intense. The best plan would be to pump the floodwater all the way to the ocean. But for that, you would need tunnels and buffer tanks on an almost unimaginable scale. This tank, and the kilometres of tunnels and silos that bring water to it, cost nearly a quarter of a trillion yen, or about two billion US dollars, at the end of the 20th century. It took a national recession to make this happen, but it's worth it for long-term security. It's a long way from the ocean, but the water will keep flowing for a very long time. And it's not just the water that's at risk, it's also the people living in the low-lying areas that are at risk of being flooded by the rising sea levels. The water is still draining to. the system, despite a massive rainstorm about two days ago, and there is still water in the system. It is almost impossible to convey the scale of this on camera, but you can find out more about them and their work at the link in the description in the video below. It’s also worth a visit to their website, where you can learn more about their work."
142,Why You Can't Trust Me,"Coober Pedy is a town in the Australian Outback. Half of the homes here are underground. The record high temperature here was set this summer at 47°C, 118°F. Water is expensive here: two and a half times the cost per litre compared to the big cities. But the reason for that may not be what you think. The problem isn't a desert of desert. It's a water shortage in a desert town. The story I had wasn’t about the town, it was about the bizarre landscape. It’s not a place that's friendly to humans, but we built a town here anyway. Because there was money to be made: opal mining is the main industry here. It barely rains. It is hot, dry, and it barely rains, but it's not a desert, it's a desert. The town is in the middle of the Outback, in the heart of Australia's rainforests. It could be a water crisis. But it's also a water problem in a town of desert people. It can be a problem in the outback in the centre of the country. And it's hot and dry in the north-east of Australia. It has a huge amount of rock under the surface."
143,The World's First Solar Powered Train,"The Byron Bay Railroad Company has converted a 70-year-old vintage train into the world's first solar powered train. The train has 6½ kilowatts of solar panels on the roof of the train and a 30 kilowatt array on top of the platform. The battery on the train is roughly the same size as you'd find in an electric car. The solar panels are constantly doing a trickle charge to the train's battery. This is a net carbon positive project and in the first year of service we put 60,000 kilowwatt-hours back into the grid, enough to power three houses. The company is now looking to add a third rail line or overhead power lines and run the train off the regular grid and then put some solar panels onto the train to power it. The project is funded by the Australian Solar Energy Association and the Byron Bay Railway Company. For more information on the project visit: www.solar-energy.org.au. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or visit www.suicidepreventionlifeline.com."
144,Mr Olds’ Remarkable Elevator,"The Olds Elevator is a vertical screw conveyor machine. It is used in factories around the world for lifting and moving bulk materials. The machine is powered by steam but can still be made using traditional methods. It can be used to lift and move grain, grain or sand. It's a very forgiving type of machine because it can be in very poor condition and it'll work just as well if it's in good condition. It has been found that it's a more accurate volumetric feeder than a lot of the devices that are being used in the 21st century. For more information on the Olds elevator, visit olds.org.uk or go to www.olds.co.uk. The company's website can be found at: http://www.olds.uk/en/elevator-and-conveyor-machines.html. For confidential support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or visit http:// www.suicidepreventionlifeline.org/. For confidential. support on matters relating to suicide, call the national Suicide Prevention Lifeline at 1-8457-90 90 90."
145,The One-Lane Bridge Shared By Cars And Trains,"In New Zealand, one-lane bridges are a common enough thing that tourists are warned about them. Dunedin Railways started operating in the 1990s. The route is 154km return from Dunedin to the Strath Taieri plain. There are stop signs at either end of the bridge, but you don't do line speed on a road-rail bridge. The train is going at a speed that it can stop pretty easily, and usually the cars have to back up. But if you're doing 10kph, blowing the whistle and all that sort of thing, you just take care and listen out for the train horn. It's really up and down. The scenery is spectacular, how they built it. They started in 1879, it was completed in 1891, all by hand. There used to be a lot more in the country. They were mainly built in less populated areas because trains and cars don't combine very well(!) so you wouldn't build them in the cities. But the cars just have to follow the road rules. They're really there only to give access to two sheep stations, so there's not that much traffic on it. But almost all of them have lights and sirens and barriers to keep cars separated when there's a rain approaching."
146,What Counts As The Steepest Street In The World?,"Baldwin Street in Dunedin, New Zealand, holds the Guinness World Record for steepest street in the world. Guinness defines the world record as ""steepest street over acontinuous distance of 10 metres"" But the record is challenged by a San Francisco street that hits a 41% grade for just under 10 metres. The street's residents say it's a point of difference for the city, with wildlife, heritage architecture and heritage architecture. It's a nice opportunity, in the end, to bring people to the town, if you are going to crown a steepest road, you have to draw the line at a bit of an angle at the corner. But it's established itself, and there's no doubt that it's the world's steepest, even if other towns and cities mayquibble about the definition, but it's not quite quite quite as catchy as ""Steepest Street in the World"" It is a challenge for the residents of the street to negotiate, for instance, as they find visitors standing on their front lawn or in their garden, taking photos, because we don't always have front fences in New Zealand. But they think that's a good thing, because it's exposed Baldwin Street to more people around the world, and that's what we want."
147,Testing A Zip Line That Goes Round Corners,"Rides and attractions in New Zealand are governed by national standards. But there is no single standard for all rides and attractions. The government can only get involved if a ride is unsafe. The safety of a ride depends on how well it is designed and tested. The company behind the ride has a patent on the technology it uses to make the brakes. The ride is designed to go round corners, rather than around them. It uses springs, centrifugal force and eddy current braking to stop riders falling. It is not possible to test every ride in the country. It's important to comply with national standards, but there are also international standards that can be applied to different rides. The rules are deliberately vague in law, though, so it's easier to say ""everything reasonable"" rather than change the law every time someone invents something new. For more information on ride safety, visit www.ridesafety.org.uk. For information on how to test rides in the UK, visit RideSafe.org or call the RideSafe helpline on 08457 90 90 90. For rides in Australia, visit a local theme park or a local attraction, or go to www.ridesafe.com. For ride safety in the U.S. call the National Association of Ride Safety on 1-800-273-8255 or visit the RideSafety website."
148,The Circle Visible From Space,"Mount Taranaki is a stratovolcano on the west coast of New Zealand's North Island. It's one of the most symmetrical volcanoes on the planet, which adds to the effect. Before humans arrived in New Zealand, most of the country looked like this: dense forest. Māori settlers cleared some of it, but European settlers cleared forest on an industrial scale. In 1900, that area became a National Park,defined as a circle six miles in radius from the summit of the mountain, plus a few other interesting parts on the edge. The volcano is active, just quiet right now, and it's overdue for an eruption. But if it erupts, it could shut down air traffic over the North Island, and the cone could collapse entirely, as it has done several times in the eons when humans weren't around to see it. If you are flying between Auckland and Wellington any time soon, the skies are clear: do enjoy the view. But at some point, it's going to become a bit more difficult, because the volcano is not an extinct volcano. It could also collapse entirely and shut down that flightpath, as well as some other parts of the South Island and the South Pacific. It is not known when the next eruption will happen, but there's an 80% chance of it."
149,The First 3D Color X-Rays,"In the early days of photography, all you had were shades of grey. But x-rays, with a higher.energy and shorter wavelength, can pass through objects a lot more easily. An x-ray photo takes those short wavelengths and translates them into something that our eyes can see. A team in Christchurch, New Zealand, are doing something that, in hindsight, seems really obvious. It's called computed tomography. The goal is to make it as easy. as possible for people to understand, says Dr. Andrew Weldon. The first clinical trial in 2006 is going to start in 2006 on our first mouse, where we were first to be able to do the test. Weldon: We've got to solve tens. of billions of equations before we get a 3D image of what the materials are, and we're doing a lot of computer processing before we do that. We're getting eight different colors, and each one of them is the size of a hair's breadth, he says. We are getting closer and closer to the Higgs Boson, and that's a big deal, says Weldon, who has been working on the project for more than a decade. He says we're getting close to the point where we can do the first clinical test on human subjects."
150,The Brain-Eating Amoebas of Kerosene Creek,"CNN's Richard Quest goes to a hot spring near Rotorua on the North Island of New Zealand. He finds a pool full of people swimming in a pool of amoeba. The organisms can eat the neurons and astrocytes in the brain. There is no treatment, and 97% of people die from the disease. But despite the terrifying name, the grisly stories, the 90-something percentchance of death if you're infected is very rare, Quest says. He also finds a questionable smell in the air, but fortunately that doesn't really come across on camera. He says the warning signs that were once here aren't here any more, but they're still a good reminder of the dangers of swimming in warm, untreated water in hot pools and places like that. The story will be shown on CNN at 10pm on Thursday, November 2. For more, visit CNN.com/Richard Quest. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or visit www.suicidepreventionlifeline.org. In Australia, see www.samaritans.org for details on how to help."
151,The Hundred-Tonne Robots That Help Keep New Zealand Running,"New Zealand is a long way from almost everywhere else on the planet. Humans only reached here about 700 years ago. The ports of Auckland here and around the country are vital to keeping New Zealand running. The new A-STRADs can stack containers with an accuracy of a couple of centimetres. They can then move the containers just a little bit, spreading the wear and tear on the pavement over a much longer period of time. It's a bit like, you're having open heart surgery while you're still playing tennis, says the man behind the project, Sir Chris Woodhead. He says it's an absolutely crazy thing to do, but we have to do it because of our space limitations. But it's also a really exciting challenge, says Woodhead, because it means we can get a lot more capacity out of our same piece of land. It could be a game changer for New Zealand, he says. It will be a big step forward for the country, and for the world, in terms of containerisation and the future of our economy. It is a very exciting time for the port industry in New Zealand and the rest of the world in general, says Mr Woodhouse, but it's still a very long way to go before we reach the tipping point."
152,The Sculpture That Looks Like A Real-Life Cartoon,"Once or twice a month, the private art collection at Gibbs Farm in New Zealand opens up to the public. The tickets are free, but they go very quickly. The most famous piece in the collection is 'Horizons' by Neil Dawson. The farm is basically one rich millionaire's playground. It was originally bought as a place to drive vintage militaryvehicles. The art came second. But it's still primarily a family holiday retreat. It's not a public park. It’s not a charity. It doesn’t have a museum, it's just a private collection of art. But if you actually want to stand here and experience that optical illusion for yourself, you'll have to join the rest of the queue for tickets. It is not just art on a wall: it's land art, made bymoving vast amounts of soil and earth, or it's sculpture on a scale seen only in a few places in the world. It isn't just a collection of paintings on a walls: it is land art. It could be a piece of corrugatediron blown in from a distant farm... or a giant paper tissue that's been thrown away. It can be a huge spike of metal, but from a distance, your brain just doesn't see that."
153,"Where Two Oceans Meet, Debunked","Cape Reinga, at the very northern tip of New Zealand's North Island, is one of the few places in the world where two oceans collide. Here, at least, you can see the waves from the Tasman Sea coming in from the west and clashing with the Pacific Ocean from the east. The official limits of oceans and seas are defined by the International CroatianHydrographic Organisation, but the truth is a little more complicated. The water here will become part of the massive system that's defined by global weather and ocean currents, and those ocean currents are measured in sverdrup -- a million cubic metres of water moving at a metre per second. It's just one very, very small bit of the ocean that look messy on a human scale because of the land nearby, but it's worth the trip. The truth is just not as dramatic as the guidebooks say, and it's not even where the Tasman sea ends or the Pacific Sea begins, according to the maps. The real story is a lot more complicated than you might think, and there's a long way to go to find out the real story behind Cape Reing a. But it's a great place to start, and I'm looking forward to seeing you there next time."
154,I Drove My Childhood Favorite Racing Game In Real Life,"When I was a kid, one of the video games I played a lot was Need For Speed II. The developers of Need for Speed II were based here in Vancouver, Canada. That track was Vancouver and the area around it, or at least a very simplified version of it. The designers of that track, the artists from Vancouver who created that low-polygon version of their city, never thought that they'd have this sort of effect on anyone. They never thought nearly a quarter-century later, nearly a dozen years later, that their creations would have this kind of effect. But they did, and it's a very strange experience. They have an odd connection to this place. And now, I can do exactly what that young version of me wanted to do. I can drive bits of the track, but more importantly,I can get out and explore. I'm willing to bet that they never thought they'd ever think that they would be remembered in such a way. But I'm almost certainly not the only person in the world who's played that game and then stumbled across the real version, and found that they have a connection to it, too. It's a strange thing to say, but it's true: we're all nostalgic for things we never thought we would be."
155,The Artificial Gravity Lab,"The Artificial Gravity Facility at Brandeis University is a rotating room that rotates. The best way to study artificial gravity on Earth is to build a rotating environment. It is almost impossible to envision a long duration space flight without artificial gravity. The force is not a real force acting on the ball, it looks like one when you're in that rotating environment, but in fact it's a distorted image of the lab because it's so far away from the centre of the room. The lab is the research prototype for how humans deal with a very strange gravitational environment. The experiment is unscripted and there is no guarantee that the results will be the same for everyone. The video was produced by the University of Illinois at Urbana-Champaign, and was edited by the Institute of Physics at the U.S. National Institute of Standards and Technology (IS&T) The video is also available on CNN.com, iTunes, Google Play, and the Amazon.com App Store. For the rest of the video, visit CNN.co.uk/science and click here for the video. For more information on IS&T, visit www.isand.com/science-and-tech/science/science_and-science/artificial-gravity-facility."
156,Blindfold Balancing in the Spinning Space Chair,"The Spatial Orientation Laboratory at Brandeis University is trying to recreate what an astronaut would experience in space. The lab's Multi-Axes Rotation and Tilt system, or MARTS, was designed to test, in close proximity, gravity-inertial force environments. They blindfold people into the chair so they can't use their visual system, and use noise-cancelling headphones so they're just falling to the left and to the right. Because they're tilting relative to gravity, you can use information about how you are relative to gravitational verticalto figure out where you are. But when you're on your back, the only thing that you really have through your canals and even through your skin is velocity. People become wickedly spatial disorientation and it's so easy to just over-correct over and over. The project is going to trial 20,000 people and is set to be completed in 2015. It will be the first of its kind in the world. It is funded by the US National Institutes of Health and the US Air Force Research Institute. The research is being led by Professor David Houghton. The first test will take place in 2015 in New Mexico. The second will take places in 2016 in California."
157,The Library of Rare Colors,"Inside the Harvard Art Museums, the Forbes Pigment Collection. The pigment collection was put together by Edward Forbes, who was the second director of the museum. The oldest white pigment is lead white. It's made by taking lead metal, putting it into a container with vinegar. Some of the pigments are toxic, so we don't want people touching them. They not just fade, but some pigments darken. They are not used for restoration. We use them only as standards for the analysis of samples from works of art. We can show the students how pigments change. We have 60 different samples of hematite. Each of those is a slightly differentcoloredshade from the other. They're made of mercury, cadmium, mummies and so on. Red lead will turn black on exposure to light, red lead is toxic in the way that mummies have been made. Some pigments like eosin, which Van Gogh used a lot, will fade and give an entirely different impression of what the painting was to what it looks like now. We are developing new ways to depict colors for people to depict new colors. There is a new color called YMn Blue, discovered by accident in the very stable and stable Ynorganic Blue."
158,The Last Play-For-Cash Fascination Parlor,"Hull is a small seaside town near Boston in the northeast United States. It's the last play-for-cash Fascination Parlor in the world. There are 64 machines here, so on a busy night here we'll have 64 players. The game begins with your bill on the glass, and can range anywhere from a quarter and maybe two dollars at a point in time. It is a game of skill, there is some luck that goes into it, but certainly there are some skilled players. But it is winter, it's the off-season, and there are no tourists, so today I am just playing against Chas, the owner of the parlor, for the first time in a year. The owner: ""Every so often, these games will peter out because of their age, but we're looking to make it easy for everyone to join, understand the rules, and get in here and be a part of the fun"" The game is still running oncentury-old technology, with components that are changed in and out, of course. But the reason it's just not... isn't because it isn't old-fashioned fun, yes! I've got you, three, okay, you've got three, yes, okay!"
