id,title,summary
162,Privacy In France: A Lot Of French People Might Be About To Sue Me,"French privacy law is some of the strictest and worst-defined in the world. Just having someone identifiable in the back of my shot might be grounds for someone to sue me. I can take a photo of the Eiffel Tower in daytime, and it's fine, it's not under copyright any more. But, if I take a photos at night, the lighting design on it that is copyrighted. And so, I'd need a license before I were to publish that online. To make matters even more complicated, I am British, and I'll be publishing this when I'm in Britain, to YouTube which is an American company, which has an office in France. It would be a complete mess. Maybe I'd win if someone brought a case against me, maybe I wouldn't. But either way, there'd be a long and costly legal battle. And, as for all these tourists around here taking photos, well... let's hope nobody sues them. [Translating these subtitles? Add your name here!] Bye bye, Duggan! Back to Mail Online home. Back to the page you came from. Click here to read the rest of the interview with Duggan, or click here to listen to the full interview in its entirety."
163,Point Zero: Where All Roads Start,"Point Zero is the place from which all distances in France are measured from. It is a relic of a past time, a marker that simply says ""this is where we started from"" This is back when we had all the triangulation and manual calculations needed to actually map something, back when it was longhand. This is where it all began. That's Point Zero and that is something you might not have known. [Translating these subtitles? Add you name here! Add your name here!] The UK does have Charing Cross in London, but only some roads are measured there. And the US, well, you do have a marker in Washington, D.C., but,well, no one uses it for anything. Most US states restart their numbering when a road enters their territory. And, here in Paris, though, you have an marker that isn't really used anymore in these days of GPS and satellites. But what you have is a relics of a Past Time, a markers that simply say ""This is where they started from"". This is what Point Zero looks like, and it's a relic from a time when people used to do it in the oldfashioned way, using longhands. It's a marker of the past, but it's no longer used."
164,The 19th Century Channel Tunnel Wasn't Just A Dream,"In 1881 exploratory tunnels were made about a mile out from the UK, and out from France. There was a tunnel started, but then the British press and politicians got cold feet, and thought it might compromise our national security. In the 1970s the British government at the time was all for building a tunnel. But then they gotcold feet when the economy tanked. But just imagine: we might have had a Channel Tunnel a century earlier if it hadn't been for Britain being worried about its sovereignty, although given there was World War II and Hitler really could have invaded through it, perhaps they were onto the right idea. That is something you might not have known. [Closed captions by MM. Translating these subtitles? Add your name here! Add a name here!] The Channel Tunnel is one of the wonders of the modern world. It is under the English Channel and runs from France to the UK. The tunnel was built in the 1960s and 1970s by the French government and the French company SNCF. It cost £1.5bn to build. It was completed in the 1990s and is now the world's longest rail tunnel. It runs under the seabed between France and the UK and links the Channel with the French Riviera."
165,"British Tanks Are Better Than All Other Tanks, And Here's Why","British tanks all have something called a BV: a boiling vessel. It's a square thing, about that big, that you put water in and you turn it on and it heats the water up...it's a kettle. All British tanks and all British fighting machines have one of these and what it means, is that British tank crews can have tea whenever they like. To me: the ability to have tea when ever you would like makes the British tank every other tank in the world! You can fight that one out in the comments. Subtitles by: MM [Translating these subtitles? Add your name here! Add a name here!""]""""This is a Soviet T34 battle tank. Well, okay... admittedly it's now a decommissioned hunk of metal. It was bought from the Czech army after the collapse of the Soviet Union used for some filming -a Shakespeare play of all things -and then bought by a local resident, here in Bermondsey"" ""It's been installed on this bit of waste ground and painted ridiculous colors ever since. But that's not what I'm actually here to talk about, I'm here to talks about something a little more general. Specifically something that makes every British tank better than every other tanks, and every other fighthing machine in theWorld"""
166,The London Railway of the Dead,"The London Necropolis railway was a real thing for nearly a century. The first train ran in 1854, and while the motor car starting to become popular did diminish the service in the 20th century. It ran until World War II. The only thing that stopped it was the bombing out of the railway tracks, and this whole area during the Blitz. If those tracks hadn't been bombed out, theoretically, we could still be seeing 21st century hearse trains going out to Brookwood. And that is something you might not have known. [Closed captions by MM. Translating these subtitles? Add your name here! Add a name here!] Back to Mail Online home. Back to the page you came from. Click here to read the full transcript of this interview with Mark Whitaker, the host of BBC Radio 4’s The World At War, or click here to listen to the full interview with Whitaker on BBC Radio 5 Live on Monday, Tuesday, Wednesday and Thursday, November 14 and Friday, November 15, at 9 a.m. and Friday night at 9 p.m., November 15 and 16, respectively. For more, go to www.bbc.co.uk/theworldatwar, or visit the BBC News website at http://www.dailymail.com/world-at-war."
167,Britain Has 555 Phone Numbers Too,"The 555 block is blocked out across America, for dramatic numbers, so all numbers that start 5550 with a couple of rare exceptions, will never get through. What you might not know though is that Britain also has numbers like that in one of the few good decisions that Ofcom, the regulator has ever made about phone numbers. In London, it's 0207946, there's several blocks in cities across Britain, and for rural areas, an entire area code, 01632 that is guaranteed never to connect. There's a mobile phone number too, 077009, that whole block will never, ever get through to anything. And at the exchange level, well, it just cuts you off straight away. And if you're on one of these, an old-fashioned land line, you won't even get halfway through dialling it before you get cu[PHONE CUT OFF SOUND EFFECT][PHone CUT off SOUNDEFFECT] Click here to listen to the full interview with Richard Quest on Radio 4's The Daily Discussion, tonight at 8.30pm and tomorrow at 10.30am on BBC Radio 4, Tuesday and Wednesday at 9am and Thursday at 10am and Friday at 11am. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here."
168,Never Call Someone Tired and Emotional In England,"English libel law has three tests for whether something is libellous. The burden of proof, if you are sued for libel, is on you, the defendant. British libel law is terrifying if you're a journalist, which is something you might not have known. [Translating these subtitles? Add your name here! Add your own name here!'] 'Tired and emotional' means 'drunk' which means that nowadays, journalists in training are taught not to describe someone as 'tired andotional' because just using that phrase itself might belibellous, because everyone knows that it means ‘drunk’ 'I could say that the people in there were drunk, but I’m not going to, because under English libel law, that could get me sued. I would have to prove that, and without a police record, or without a breathalyser test, or footage of them downing an entire bottle of vodka, I can’t actually prove that. I can say that they are 'happy' or perhaps'merry' or 'in a pub' and that's fine, that's all true, that’s all true. But I can't necessarily prove that they’re actually drunk."
169,Origami In Space,"Japanese astrophysicists have developed a way to fold solar panels. The Miura fold can fold a solar panel all the way out and back in. It's also used to fold maps and has even been tested with lithium ion batteries. It is the most useful piece of origami I know down here on earth, says tef. GC Translating these subtitles? Add your name here! Back to Mail Online home. Back to the page you came from. Click here to read the full interview with tef, or click here to listen to the full version of the interview with Tef, back to the site you came From. The full transcript of Tef's interview with Tef is here: http://www.mailonline.co.uk/news/features/tef-tef-talks-tef.html#storylink=cpy. For confidential support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or visit http:// www.suicidepreventionlifeline.org/. For confidential. support in the UK, call the helpline on 0800 555 111 or visit the National Suicide Prevention Lifeline on the Samaritans."
170,Why Do We Not Have A Cure For The Common Cold Yet?,"Common cold is difficult to find a vaccination for. Once you have one cold your body is not automatically immune against all others. The World Health Organization has to predict, months in advance, which flu strains will be 'popular' this winter. Because it doesn't generally kill people, just causes some discomfort, there isn't the millions in research funds going towards getting rid of it. So instead we take pain killers, and anti-inflammatories and decongestants, and we accept that we can win this battle on our own. Even though we cannot win the war. Because the enemy will go away, mutate, and just come back a few months later. And that is something you may not have known. And now I am going to stop talking. Closed captions by MM. [Translating these subtitles? Add your name here! Add a name here!""]""""I am back in the UK and I have a cold. I've lost my voice, I sound a little bit like Tom Waits. So, it is the 21st century: Why can I not just take a pill and cure this thing? Well, first of all the pills we do have are antibiotics and they don't work against colds. You'll have seen this poster in your doctor's office. You need a vaccination."
171,How Does A Geyser Work?,"CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots. Please submit your best shots of the U.S. for next week's gallery. Click here for the latest gallery of photos from CNN's Travel Snapshot gallery. The gallery is open to the public and includes a selection of iReporters' best shots from around the world. Click through the gallery to see the best shots in our gallery of the world's most famous people and places. For more travel photos, visit CNN.co.uk/Travel and click here for a gallery of images from the world’s most famous destinations. For the next gallery, click here to view the gallery of celebrities and places from CNN”s Travel Snap shots from across the globe. The next gallery is of the United States, with a selection from CNN iReport galleries. Click below the gallery for the most recent images from CNN and CNN International, and for the full gallery from CNN International.com. The final gallery is from CNN Latin America, with photos from Mexico, Brazil, Argentina and South Africa. Click the gallery above for the complete collection of iReport photos from this year’S Latin American tour."
172,Let's Talk About Names. In Iceland.,"In Iceland, children take their parents' first name with ""son"" or ""daughter"" added to it. There are so few last names in total that you have to index by first name and by occupation. All of those are that Icelandic system, which used to be the English system, it's just changed now. If you're asking for people's names, either on a paper form or online, don't put first and last name. Don't put—the worst-case— Christian name and surname. Just give someone a box to type into—just ask them what their name is. And for bonus points, then ask them how they want to be addressed, because, well, if you want to make friends, the best way is to get someone's name right. [Translating these subtitles? Add your name here! Add your own name here!""]""""I am in Iceland. It is both stunningly beautiful and stunningly cold, and it's also a very good place to talk about something you might not know, which is names. Specifically, how a lot of the world's names—perhaps even a majority— don't fit into the Englishsystem of names given to you by your parents and then names inherited from your parents. Here in Iceland, for example, the idea that you has a family name handed down generation to generation togeneration just doesn't happen. It's rare at best."
173,Moss Is Terrible For Emergency Navigation,"Moss grows on the north side of trees like this in the Northern Hemisphere. In the Southern Hemisphere, sun's mostly in the north there, so moss will grow on the south. The micro climates in Ravenna Park in Seattle means that the west side of the tree is actually going to be the darkest and dankest and mossiest. So if you're in a flat plane in perfect conditions, well perhaps it might help you, but for emergency navigation your best idea is not to get lost in the woods in the first place. [Translating these subtitles? Add your name here! Add a comment here!] Click here to add your name to the list of people who have signed up to be a member of The Bear Grylls' Gryll’s Survival Team. Click here for more information about the Survival Team and how to sign up for their weekly newsletter. The Survival Team is on Facebook, Twitter and YouTube. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details. In America, call the National Suicide Prevention Lifeline on 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/. In the U.S., call the White House National Suicide prevention Lifeline at 1- 800-273 8255."
174,The Mississippi River Wants To Move,"The Mississippi River is the most important river in America. It is a battleground between humans trying to keep our world working and nature, which very much wants to go its own way. The Old River Control Structure means that the Atchafalaya River is dammed is stopped and 70% of the flow coming into it still moves down the Mississippi. It would be a multi billion dollar, possibly even a trillion dollar disaster for America if the river were to move any further down the river and into the Gulf of Mexico. It's a big problem because here we have all these factories all these container docks built, and relying on this river is a big mistake for the US. It could be a trillion-dollar disaster for the U.S. and for the world if it moved too far. It will be a battle between humans and nature for a long time to come, but it will be worth it in the long run. The battle for the future of America will be fought on the banks of the Mississippi River, and in the waters that lie between us and the rest of the world. The fight for America's future is going to be a long and bloody one, and it's going to take a lot of work to get it to the right place in the first place."
175,Why Was AllAdvantage.com Popular In Beverly Hills?,"Beverly Hills' 90210 is the most popular ZIP code in the United States. The reason is a decision by the US postal service when they were setting up ZIP codes. Back in 2000, there was a company called AllAdvantage.com that would put adverts permanently in the bottom of your screen. The company died when the dot-com bubble crashed, but you might not have known about it. It was a dodgy pyramid scheme, where people would try to get as much money as possible by using fake accounts to sign up to the service. And they'd get a cut of what they got, and all the people they referred would send some money to you as well. It's a very silly web service, burning through a lot of money, very quickly, and being scammed for all they could take. [Translating these subtitles? Add your name here! Add your own name here!""]""""I am in New Orleans, Louisiana, in the French Quarter, the home of jazz and a really good place to talk about ZIP codes"" ""New Orleans is on the Mississippi, which is the dividing line between the west and the east of America. And so, you know, it's spread out by that rather than just geographical location, which does make sense. And there is one ZIP code, of course, that is more famous than all others: Beverly Hills'90210"""
176,Disney Could Go Nuclear If They Wanted To,"Walt Disney World has private cities granted to them by the state of Florida. They apply for planning permission from themselves, they have the ability to build all sorts of things. They have eminent domain, as well, which means that they can seize small amounts of land from around their borders for their own municipality if they need it for the public good. They also have planning permission to build their own nuclear power station. It's in the legislation from the 1960s still. And, while they've never actually built that nuke plant – they have a small oil-fired plant somewhere on property –  they had their own runway briefly. There was gonna be a massive city here and then Walt Disney died, and what we are left with is the Experimental Prototype Community Of Tomorrow, or EPCOT. But you never know, one day there might well be a nuclear power plant here. That is something you might not have known. [Translating these subtitles? Add your name here! Add your own name here!''I've been avoiding Disney trivia because, you know, it's a little bit boring after a while but there's something that my cameraman for the week, Dan W, -Hello! -told me that I didn't really believe at first, but he assures me it's true, I've looked it up'"
177,The SPF Rating On Sunscreen Is Questionable At Best,"The SPF factor on sunblock was originally meant to be a multiplier. The idea was that if you burned in 10 minutes without sunblock, that would multiply that by 50. But sunblock's a lot more complicated than that, depending on skin tone, on all sorts of things. Unless the sunblock is broad-spectrum, as this is, it doesn't cover against the more harmful effects the long-term effects, not just turning red. In Australia no more than 30 is considered confusing to people who might think they can put sunblock on and stay out all day, every day, with no risk of skin cancer. So, there you go. Sun Protection Factor mostly a load of rubbish, although, you should still wear it because otherwise, well, you're going to end up like I'm going to look in probably a few hours' time. And that... ARGH! Also, don't get it in your eyes! OH! That... [Translating these subtitles? Add your name here! Add yourname here! add your name to the end of this article by clicking here] Click here to read the rest of the interview with David Walliams on The Daily Mail's iReport channel. Click here for the full interview."
178,How To Tell If You're Dreaming," lucid dreaming is the idea that you can, sort of ""wake up"" in your dream, be aware that you're dreaming, and then control whatever you want. There's a check you can start doing a couple of times a day, that is, apparently, quite a good trick to learning to lucid dream. The simple test is this: read something. Read anything, the words on a sign, a newspaper, whatever. See if they change, and if they do, well... don't try and wake up, try and have a bit of fun first. I think I found Donald Duck(!) [Translating these subtitles? Add your name here! Add Your Name Here! AddYour Name Here!""]""A dream is a wish your heart makes"" is from Walt Disney, and from Cinderella. That is Cinderella's Castle. It's not true, of course, but it's a lovely saying. And there are people called oneironauts —that's the technical term they've come up with—who are dream explorers, people who do lucid dreaming. Now, I've tried to do this in the past; it's not been terribly successful for me, but one of the things I did learn is something that you might not know, which is how to tell if you're lucid dreaming"""
179,The Datablast: Experimental Interactive TV From The 1990s,"In the early 90s, before the web came along, a couple of British programs on ITV experimented with something called a datablast. Home video recorders were now a thing. So, right at the end of their shows, they would put information in each frame over the credits. So that home viewers could record the whole thing, and then pause through at their leisure. Which was a good idea in theory, in practice it was a bad idea because the web come along. But who knows? If the web hadn't come along, maybe, maybe,. even now we'd have a Datablast at theend of each of our TV shows. And that is something you might have known. [Closed captions by MM. Translating these subtitles? Add your name here!] And that was something you may have known, too, if you were born after, say, about 2000, and you would send a stamped addressed envelope to the TV company. This means you would take an envelope, you would address it to yourself. you would put a stamp on it and put it in another envelope. And you would post that envelope off to the television company. A couple of weeks later they would get it, open it, put their information in the envelope you'd written to yourself, send it back to you. And then finally a month later you would actually have some information from the TVCompany."
180,How To Fall Into A Swimming Pool,"I did a video a couple of days ago about how to throw a bucket of water at someone. A couple of people claimed that the push was obviously faked and scripted. No-one picked up on the real obvious clue it was fake. If you actually try and push someone into a pool it doesn't look like that. Anyone sensible, anyone who's actually intending to get thrown into the water, wouldn't stay under, they'd barely go under at all, their hair might even be entirely dry. In reality, as ever, it's not nearly as impressive. And now,  here are all the other takes of me getting pushed into the pool. You want to wait for the go signal next time? Sorry! [Closed captions by MM. Translating these subtitles? Add your name here!] Towel? Yes, please. Back to Mail Online home.Back to the page you came from. Back To the pageyou came from, back to thepage you camefrom. Back into the pageYou can now watch the full video on iPlayer, or click here for the latest episode of The Only Way Is Essex, which premieres on Monday, September 14th at 9pm on Channel 4 and Tuesday, September 15th at 10pm on ITV."
181,Your GPS Shuts Down If It Goes Too Fast,"GPS chips that are for consumer use have this restriction in them that if you go too fast or too high they will say, ""Oh no, I am a missile!"" And stop working. The only time that this has really affected anyone is in the last few years as high-altitude unmanned ballooning has taken off. Some of these GPS units only shut down if you're going too high AND too fast. Find one of those, you can use it in your balloon. Otherwise, it's probably best if you stay a little bit closer to Earth. And that is something you might not have known. [Translating these subtitles? Add your name here! Add a name here!""]""""This is the Rocket Garden at Kennedy Space Center in Florida. And those are intercontinental ballistic missiles that they strapped a person on top of and sent them into space. And when GPS was being developed by the US Department of Defense, the Cold War was still going on. And well, they didn't want Soviet ICBMs to be incredibly precisely targeted. And so the GPS unit suddenly thinks it's in the stratosphere, it must be a missile, and it shuts down. And the solution?  Find a GPS unit that only shuts down when you're high and fast."
182,The Hard Part About Getting To Orbit Isn't The Height,"The energy budget isn't just on altitude, it's on speed. If you can't go fast enough to dodge the curvature of the Earth Then you're just going to come straight back down. So there you go, the problem with orbit is not altitude but speed. And that is something you might not have known. [Translating these subtitles? Add your name here!] And that's that shot gone. Back to Mail Online home. back to the page you came from. The difficulty with getting to orbit is. not just the altitude it's mainly the speed If you want to go to orbit Then you have to go 15 thousand miles an hour if you're going up to. International Space Station height 15 thousandmph. That's what most of that fuel goes on. And if you don't have that speed then you're. going to go up......and you'reGoing to come back down if you can't go up and down at the speed you need to get to orbit. And then you get the trouble with burning up on reentry. And there you have it, that's how you get into orbit. The power of the rocket goes from chemical energy in the rocket to kinetic energy as it flies and goes across And then burns it off as heat and friction as it plunges back down into the atmosphere."
183,How To Throw A Bucket Of Water At Someone,"Kevin Prince shows you how to throw a bucket of water at someone on stage. Aim for the chin for dramatic effect and to dry out the costume. If you fill it too much, then you're going to have too much momentum, you won't be able to heft it. Too little: it's not going to look good. And that... [water noise] God dammit, Mel! [Closed captions by MM. Translating these subtitles? Add your name here! Add a name here!] Back to Mail Online home. Back to the page you came from.""This is not if you want to actually drench someone if you're angry at them, but this is how you throw a buckets of water if you are on stage,"" Prince says. ""I got taught this by a pantomime dame several years ago, when I was in panto. And the key thing is, that what you would do normally to drenched someone is not what you want on stage, because there's a big audience watching on YouTube or in the theater. And you also don't want to soak through the costume."" ""It's been a while since I did this. You ready?"" Prince asks. ""Yep! Okay. You're ready?"" ""Yep!"""
184,British Ice Cream Doesn't Have To Contain Milk,"In America, ice cream has to contain milk. Specifically, a certain percentage of milk fat. But if I were in Britain, that's not necessarily the case. British ice cream can actually be made of something called ""bleached deodorised, hydrogenated vegetable oil"" This, on the other hand, is American ice cream, which means I can be certain - or at least reasonably certain - that it's made with milk. And that's something you might not have known. [Translating these subtitles? Add your name here! Add a comment to this article by clicking here!] Back to Mail Online home. Back to the page you came from. Click here to go to the next page. The next page is the third and final page of this week's Daily Discussion. The last page of the Daily Discussion is the fourth and final week of this month's Daily Debate. The following week, the Daily Debate will focus on the topic of ice cream. The previous week, we looked at the issue of milk in ice cream in the UK. This week we look at the difference between milk in America and milk in the U.S. and the other way around. The final episode of this series will be the first in a new series, The Ice Cream Wars, which premieres on Monday, November 14."
185,Einstein Wasn't The First Scientist To Talk About Relativity,"Einstein was not the first person to have ideas about relativity. Galileo came up with the concept of what now is called ""Galilean relativity"" Einstein realized that if you are in an airplane bathroom going at 9/10 the speed of light and you turn the headlights of the plane on, well, the pilot and an observer would also see it going at the speedof light. That crucial idea is where all of relativity comes from, the idea that there is no privileged frame of reference. But that was Galileo's idea centuries earlier. And that is something you might not have known. And here's another thing. If I was clever, if I was really clever, then what I would do is film this in a completely fake airplane bathroom and now, to prove my point, I would have the walls fall away... I've got about 5 hours left in this flight. [Translating these subtitles? Add your name here! Add a name here!] The full video is available to watch on CNN.com/Heroes and CNN iReport at 8 p.m. ET on Monday, Tuesday, Wednesday, Thursday and Friday in the U.S. and in the UK at 8:30 a.m., Friday night and Saturday night in Europe."
186,Why Is London's Cable Car So Damn High?,"London's Cable Car is 90 metres tall. The height is a compromise to allow ships to pass underneath. It is a bodge job at best, but then that pretty much sums up the Mayor of London. It has to be high enough to let those vessels pass underneath at low tide. If a tall ship needs to come underneath, they will remove all the gondolas and make sure there's no passengers on board. So that the wire, unladen, raises up enough to allow boats to pass. And that is something you might not know. [Translating these subtitles? Add your name here!] It is also available in English, French, Spanish and German. It costs £60 million to run. It was built to provide a view over the city, but it is a boondoggle at best. If you want a cable car with a view of London, you don't need it to be that high. It's a compromise. Every metre you ratchet up the height, you also ratchet. up the cost. But it's a good idea to have a good view of the city from the top of the cable car. It gives you a good vantage point. It also gives you the chance to see the city in all its glory."
187,British Nuclear War from Beyond the Grave: The Letter of Last Resort,"Inside every British nuclear submarine, inside a safe, inside another safe is one of four letters, all identical and handwritten by the Prime Minister. If the submarine surfaces and finds that Britain is destroyed and one of the tests they use is whether Radio 4 is still broadcasting... allegedly... they look in the safe. They open the envelope, they look at the letter, and that tells them whether they kill uncountable numbers of people as retaliation or whether they go the nearest friendly port and do what they can to rebuild. Once it's started, all bets are off. You may as well just give up because the idea was never to launch......it was always to deter. And that is something you may not have known. [Translating these subtitles? Add your name here! Add your own name here!""]""""The thing about nuclear war is, it is monumentally stupid.  It involves the deaths of everyone involved and uncountability numbers of civilian casualties.  So the thing is... if you know that there are missiles launching towards the UK and you have four minutes to respond as was quite possible during the 1980's... What do you do? Do you launch?  Do you send yours off in return, knowing that the only thing it can accomplish is killing more innocent civilians? Or... do you accept that all you can do at this point is kill more people and not launch?"""
188,Why Wind Farms Don't Always Turn When It's Windy,"Wind farms aren't built to take extremely high wind speedsabove 50-55 mph. The national grid can't cope with more than enough power being dumped into it. So, if the demand is low, then they will just turn off the ones, that are easy to turn off, like this. And when demand rises again, they will turn on this and hydroelectric power plants, in order to deal with instant demand. Nuclear, coal, gasall much harder to shut down, all much hard to start up. And so, the national grid keeps us balanced at 50 Hertz-50 cycles a second, 60 in America, 50 in Britain-by monitoring the plants like this and turning them on or off, as needs be. And that is something you might now have known. [Closed captions by MM. Translating these subtitles? Add your name here! Add a name here!] And that's why, when it's windy wind farms aren’t always on and rotating. And there are a couple of reasons. One, is that wind farms don't always turn on and rotate. And the other reason is that there are no giant storage batteries, that can hold the entire output of a power station. That’s why they stop them running, because the amount of energy they would lose from doing that is much less."
189,How To (Appear To) Slap Someone Across The Face (On Stage)," MM is taught how to stage-slap someone. Norm teaches him how to do the ""Woaah!"" The key ingredient in stage slapping is that you react, says MM. ""I will pretty much do very little. But you have to sell it by doing the ""woaah"" ""That way: not in the hell! That way! --Got it. --Ready? --Yep. 3, 2, 1 --Can I try this then? --Yes. --I'l sell it this way. --So, you put your hand there... --Yeah. And then you do that. Yes! Okay! --But at the point of which I feel your hand leave my face... --I didn't do that! I throw myself. Okay! Do you want to do one more? Okay, okay, one more. --Okay. --For the camera. Yeah! That is so much fun! that is how to slap someone! --Thank you, Norm! -You're welcome. Take it. That is something you might not know! [Closed captions by MM. Translating these subtitles? Add your name here! Add your own name here!] Added your name to the bottom of the page to add your own captions."
190,How To (Appear To) Strangle Someone (On Stage),"The best way to do'stage choking' or strangling rather is that you do nothing. The key is that I am in control so I can pull your hand in as tight as I feel comfortable with so for people who are very unhappy at the idea of being choked. That is how to stage choke someone and that is something you might not have known! Subtitles by naggyman [Translating these subtitles? Add your name here! Add a name here!""]""We are in an alley by a pub. So this is pretty much prime choking territory(!) Absolutely it is. So we're going to start with you choking me. Okay. Okay, I like this. So literally put your hand on my breastbone, chestplate -Do you want to get in closer on that, so I could see where I'm putting this? -Do nothing. -Okay. Let me do all of the work. I'll grab your hand and go-That is good! Thank you Norm!"" ""There you go! There we go!"" ""Thank you Norm! That's how to choke someone!"" ""That's how you do it!"" ""I don't like anyone being here. I do not like people being here."" ""So shall I try it on you?"" ""Yeah, okay"""
191,Platform 9¾ Is In The Wrong Place,"JK Rowling wrote the book about Euston, which is over there. Kings Cross currently has a Platform 0, which means that eventually after they're done with all the redevelopment Problem 0 will get renumbered. 1 will become Platform 1, 2 will become 3, 8 will become 9, 9 will become 10. And Platform 9¾ will finally be in the correct place and that is something you might not know. [Translating these subtitles? Add your name here! Add a name to the end of this article! If you would like to add your name to this article, please email us at: editorial@dailymail.co.uk. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or visit www.suicidepreventionlifeline.org. In Australia, contact the National suicide Prevention Lifeline at 1-856-788-70 or visit http://www.suicidesprevention Lifeline.com/. For confidential. support in the United States, call the national suicide prevention Lifeline on 1 (800) 273-TALK."
192,"A Zeppelin, A Cat, and The World's First In-Flight Radio Message","In 1910 the airship America made the first ever attempt at a cross Atlantic crossing. One of the engineers scooped up a stray cat, who'd been living in the hangar. They christened the cat Kiddo and said: ""This will be great, we'll take him along, he can be the ship's mascot"" Kiddo was not keen on this idea at all, kicked up a real stink, and so once they got out of the Atlantic they sent a life boat out to fetch the cat. The cat was put in a bag, lowered down to a boat, the cat was furious, the waves were too choppy, they couldn't rescue him. They ended up having to hoist him back on board. And, you know, it settled into the flight. They quickly discovered that he was the perfect companion, because cats are better than barometers: the cat would get grumpy before they hit bad weather, way before any of their instruments could detect it. They eventually spotted a Royal Mail ship out at sea, managed to signal SOS to them, got rescued by it. And I think they made theFirst ever aerial SOS call as well. And they were rescued, along with the cat, and they were never seen again. The airship floated off and was never seen once again."
193,You Can Gold Plate Your Tongue For About $2,"Gold has an E number. E numbers are the numbers given by the European Food Safety Group. You can have it for decoration or -you know, in little drinks or something like that. And you can also get it in this form: you can get it as gold leaf. And this is--well for gold, it's quite cheap. Each sheet costs about £1 and that is because it's so unbelievably thin: less than a micron. And, uh... Well, that means you can do all sorts of things with it. With a bit of luck...you can... Got to be really careful here because---Do you want to just get a close shot of that? And so, with a bit Of luck I should be able... I have gold plated my tongue for about £ 1. And that is something you might not have known. -Ah! That does not taste good. -Does anyone else want a go? I've still got one left. And yes, since you asked that, it is pretty much going to go unaltered, through me. [Translating these subtitles? Add your name here! Add yourName here!]""""I'm at a party, taking just a couple minutes out to tell you that gold is technically a food additive."
194,The Secret Button on Pedestrian Crossings,"There is a secret button, or nodule, on the bottom of these things you push when you want to cross the road. And what that little secret nodule is, is a sign for anyone who is blind and deaf, or partially blind and partially deaf. Because that little nodule rotates any time that signal turns green, as we will now see. Because don't forget, disability isn't a thing that turns on or off, you don't just get people who are entirely blind but fine every other way, or entirely deaf but perfectly able to see. You get lots of folks who might be able to walk around safely in the world, but who couldn't make out that signal, and who couldn’t work out the beeping from the background noise, even if there was some. THAT is something you might not have known! [Translating these subtitles? Add your name here! Add a name here!'] ""Why do I do videos near roads? THAT issomething you mightNot have known!"" ""I don't want this to turn into 'things you mightnot know about British pedestrian crossings,' Well, there is one more thing, and quite a few people got in touch to say I should point it out"" ""I'm not going to get into all the details, but I'm going to give you a few of them."""
195,The Thames Still Has Some 19th Century Stink In It,"In the 19th century the Thames stank, literally. The flush toilet had been invented, but the sewerage system hadn't. After a strong rain storm, if it's been raining for days and there's just too much crap for London to deal with, the Thames gets it instead. The Thames to this day still sometimes has raw sewage pumped into it. And that is something you might not know, that the Thames still has a bit of 19th-century stink in to it now and again. [Closed captions by MM. Translating these subtitles? Add your name here! Add a comment to this article by adding your name to the end of the page. Back to the page you came from. Click here to read the full transcript of this article. Back into the page that you came From. The story of the creation of the Thames, and how it has changed over the years. CLICK HERE to see the full story of how the Thames has changed through the years and how the river has changed. Back onto the page of the story that you come from. The Story of The Thames, by Michael Caine, is published by Hodder & Stoughton, priced £16.99, and is available in paperback and hardback."
196,Why Does Nighttime Smartphone Footage Look All Flickery in Europe?,"The difference between the European and American power grids. The European power grid runs at 50 hertz, 50 cycles a second. The American power grid chose to run at 60 hertz. That's the reason you have this kind of weird, artificial, rolling light problem, when you're filming with an American device in Europe. 'Course the easy way to fix it, would be for Apple just to have a 25 frames a second option, but that would be far, far too difficult for them... And THAT is something you might not have known. [Translating these subtitles? Add your name here! Add yourName here!]""""I'm using an iPhone, which is designed in the U.S., for the American powergrid. The camera is recording at 30 frames aSecond, the light is pulsing at 50Hertz, those two are out of sync, and so sometimes you get light, and sometimes you getting dark"" ""I'm in Tromsø in Norway, we're in the Arctic Circle, it's winter. The sun doesn't get above the horizon. Mind you, when it does get light,. this place is beautiful. Anyway, you might have seen a bit of a weird effect, if I take a slow motion video of that streetlamp, and the ground under it, you'll see what I mean"""
